timestamp,frame_index,lane_0_count,lane_0_weighted_count,lane_0_green,lane_0_yellow,lane_0_red,lane_1_count,lane_1_weighted_count,lane_1_green,lane_1_yellow,lane_1_red,lane_2_count,lane_2_weighted_count,lane_2_green,lane_2_yellow,lane_2_red,lane_3_count,lane_3_weighted_count,lane_3_green,lane_3_yellow,lane_3_red,lane_4_count,lane_4_weighted_count,lane_4_green,lane_4_yellow,lane_4_red,lane_5_count,lane_5_weighted_count,lane_5_green,lane_5_yellow,lane_5_red,lane_6_count,lane_6_weighted_count,lane_6_green,lane_6_yellow,lane_6_red,lane_7_count,lane_7_weighted_count,lane_7_green,lane_7_yellow,lane_7_red,lane_8_count,lane_8_weighted_count,lane_8_green,lane_8_yellow,lane_8_red,lane_9_count,lane_9_weighted_count,lane_9_green,lane_9_yellow,lane_9_red,lane_10_count,lane_10_weighted_count,lane_10_green,lane_10_yellow,lane_10_red,lane_11_count,lane_11_weighted_count,lane_11_green,lane_11_yellow,lane_11_red,lane_12_count,lane_12_weighted_count,lane_12_green,lane_12_yellow,lane_12_red,lane_13_count,lane_13_weighted_count,lane_13_green,lane_13_yellow,lane_13_red,lane_14_count,lane_14_weighted_count,lane_14_green,lane_14_yellow,lane_14_red,lane_15_count,lane_15_weighted_count,lane_15_green,lane_15_yellow,lane_15_red
4.3,43,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
4.4,44,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
4.5,45,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
4.6,46,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
4.7,47,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
4.8,48,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
4.9,49,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
5.0,50,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
5.1,51,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
5.2,52,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
5.3,53,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
5.4,54,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
5.5,55,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
5.6,56,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
5.7,57,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
5.8,58,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
5.9,59,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0
6.0,60,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0
6.1,61,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
6.2,62,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
6.3,63,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
6.4,64,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
6.5,65,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
6.6,66,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
6.7,67,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
6.8,68,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
6.9,69,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
7.0,70,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
7.1,71,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
7.2,72,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
7.3,73,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
7.4,74,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
7.5,75,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
7.6,76,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
7.7,77,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
7.8,78,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
7.9,79,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
8.0,80,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,1,3.0,8.0,3.0,0.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0,0,0.0,5.0,3.0,3.0
8.1,81,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0,0,0.0,5.0,3.0,0.0
